"no","company_name","status","license_no","expiry_date","address","country","email","phone_no","vat_certificate"
"10459","Techwood interiors L.L.C","Active","","","P.O BOX 81387    ","AE","","",""
"10460","AL WASL ENGINEERING WORKS","Active","","","P.O BOX 55069    ","AE","sadhik@alwaslew.ae","",""
"10461","METALLIC EQUIPMENT","Active","","","P.O BOX 117819    ","AE","","",""
"10462","International Electro-Mechanical Services Co.","Active","224454","03/19/2022 00:00:00","OFFICE 407 R338 OUD METHA OFFICES STREET NO 30 UMM HURAIR 2 OUD METHA  Dubai 3223","AE","pinto@iemsc.com","43344003","100001008000003"
"10463","AL FAN AL RAFEE TAILOR","Active","","","P. O. BOX: 39016   DUBAI ","AE","","",""
"10465","RAHMAN SAEED CARGO TRANSPORT BY HEAVY TRUCKS LLC","Active","","","P.O BOX 63174    ","AE","","",""
"10468","AL TANOOF ELECTRICAL L.L.C","Active","543925","04/07/2022 00:00:00","NAKHEEL STREET deira DUBAI 40725","AE","altanoof@eim.ae","42289663","100356859700003"
"10469","WIPAQ FZC","Active","","","P.O BOX 8157    ","AE","","",""
"10470","Department of Finance-Government of Dubai","Active","","","DOF Government of Dubai    ","AE","","",""
"10471","HOBBIES CLUB","Active","","","PO Box: 7181    ","AE","","",""
"10473","salah promotions","Active","","","p.o box 304    ","AE","","",""
"10474","Maqyas Interiors","Active","","","P.O.Box 38394    ","AE","","",""
"10475","YMCC GENERAL TRADING","Active","","","P.O BOX 113688    ","AE","","",""
"10478","NAKHEEL TRAVEL LLC","Active","","","P.OBOX17000    ","AE","Louis.Dsouza@dubaiworld.ae","",""
"10479","OLD-JOUZY CONSULTING ENGINEERS","Active","","","P.O BOX 14357    ","AE","admin@jouzy.com","",""
"10480","City Services Consultancy","Active","","","89035    ","AE","","",""
"10483","BINAIR INDUSTRIAL CO. LLC.","Active","300132","02/06/2022 00:00:00","PO BOX:75696  AL QOUZ DUBAI 75696","AE","binair@emirates.net.ae","043472626","100365609500003"
"10485","Rezidor Hotels Aps Danmark","Active","","","Amager Strandvej 60-64 3rd floor    ","AE","","",""
"10486","AL SAGR NATIONAL INSURANCE CO.","Active","","","P.O BOX 14614    ","AE","Bassam.Samouh@alsagrins.ae","",""
"10487","TEAM STAR TECHNICAL SERVICES LLC","Active","553003","12/24/2021 00:00:00","P.O BOX 45705  Dubai 45705","AE","TEAMSTAR@EIM.AE","43474516","100059667400003"
"10488","MZM ELECTRICAL & ELECTRONICS SPARE PARTS TRADING (L.L.C)","Active","","","P.O.Box 23844    ","AE","mzm-frid@hotmail.com","",""
"10489","ISLAMIC ARAB INSURANCE CO (P.S.C)","Active","","","P.O BOX 10214    ","AE","","",""
"10491","MODERN STYLE INTERIORS","Active","","","P.O BOX 95075    ","AE","alaa@modernstyleinteriors.com","",""
"10495","OBAID HUMAID AL-TAYER Engineering Division","Active","","","P.O. BOX: 2623    ","AE","cpinto@altayer.com","",""
"10498","KONE MIDDLE EAST L.L.C","Active","534516","05/27/2019 00:00:00","POBOX 21474    21474","AE","vasudevan.rangaswami@kone.com","","100001530300003"
"10503","Quest Consulting","Active","","","P.O.Box 502908    ","AE","","",""
"10504","Al Reyami Interiors","Active","245959","03/31/2019 00:00:00","PO Box 14662    14662","AE","wafa.alahmad@reyami.com","","100314712900003"
"10506","American University of Sharjah","Active","","","PO Box 26666    ","AE","","",""
"10507","LACASA Architectural Consultants","Active","580357","04/18/2022 00:00:00","Control Tower Motor City  Dubai 123969","AE","ann.margaret@lacasa.ae","44475444","100000694800003"
"10516","BAHRI AND MAZROEI TRADING CO","Active","208954","01/06/2022 00:00:00","Al Kabaisi Area Deira BMTC Bldg. Mezzanine Floor  Dubai 1247","AE","info@bmtc.ae","42691610","100254605700003"
"10517","Xpert learning FZ-LLC","Active","18050","02/19/2022 00:00:00","Block 2A G46A Dubai Knowledge Park  Dubai 500383","AE","janine.croft@xpertlearning.com","0506550756","100355343300003"
"10518","MY  PERFUMES (L.L.C)","Active","","","PO BOX 25984    ","AE","","",""
"10519","AL NABOODAH CONTRACTING CO (L.L.C)","Active","216350","01/22/2022 00:00:00","Al Naboodah Head OfficeAL AwirDubai-Hatta Road  Dubai 33900","AE","admin.ss@alnaboodah.com","97142019548","100256020700003"
"10520","Protivti Member Firm ( Middle East) Ltd","Active","CL0416","06/16/2022 00:00:00","Unit S2406 Level 24 Emirates Financial Towers Dubai International Financial Centre  PO Box 506700 Dubai-UAE  Dubai 506700","AE","rfp.uae@protivitiglobal.me","044380660","100236138200003"
"10521","YELLOWHAT LLC","Active","","","PO BOX 120522    ","AE","","",""
"10522","Institute for Total Quality Management (ITQM","Active","","","Baulerstrasse 20 CH-8152 Zurich-Glattbrugg    ","AE","","",""
"10523","TWO FLAGS TRADING CO. L.L.C.","Active","502865","12/14/2017 00:00:00","PO BOX27390    27390","AE","twoflags@emirates.net.ae","",""
"10524","AL MAWRID PRINTING & ADVIND.LLC.","Active","3874","10/12/2021 00:00:00","PO BOX1888    1888","AE","jeff@almawrid.ae","","100047737000003"
"10525","INTERMEDIA COMMERCIAL INFORMATION SERVICES","Active","","","PO BOX 22857    ","AE","Sales@intermedia-gulf.com","",""
"10526","PROCARE BULDING SUPPLIES CAMPANY","Active","","","PO BOX 231322    ","AE","","",""
"10528","KINOKUNIYA BOOK STORES OF SINGAPORE PTE LTD.","Active","","","P. O. BOX  283578    ","AE","","",""
"10529","CADD EMIRATES COMPUTER TRADING (L.L.C)","Active","","","PO BOX 50640    ","AE","","",""
"10530","PHOENIX GENERAL MAINTENANCE","Active","","","PO BOX 231779    ","AE","","",""
"10531","STREAMLINE AIRCONDITIONING TRADING (L.L.C)","Active","572820","08/28/2022 00:00:00","PO BOX 120903  RAS AL KHOR 2 120903","AE","prem@satllc01.ae","0502933521","100025508100003"
"10532","TAHER SAIFUDDIN TRADING L.L.C","Active","506693","07/15/2016 00:00:00","PO BOX 3159    3159","AE","hamid52@emirates.net.ae","",""
"10539","Department of Economic Development","Active","","","po box 13223    ","AE","Magdoulin.ALharbi@dubaided.gov.ae","",""
"10540","Al Memzar Contracting LLC","Active","","","po box 15484    ","AE","m_cont@emirates.net.ae","",""
"10541","Mekar Air Handling Units L.L.C","Active","","","P.O Box: 24583    ","AE","","",""
"10544","Al Shami Auto Tyres Trading L.L.C","Active","","","P.O.Box: 61708    ","AE","","",""
"10545","NIZAR TALEB CONSTRUCTION (L.L.C)","Active","","","PO BOX 234354    ","AE","nizartaleb.const@gmail.com","",""
"10546","STAR COATING (L.L.C)","Active","619647","11/23/2021 00:00:00","OP BOX 234480    234480","AE","painting@eim.ae","","100334020300003"
"10552","M.E.C (Media Edge:CIA) FZ-LLC","Active","","","PO BOX25998    ","AE","E.Demenko@mec-me.com","",""
"10553","NEW VISION SYSTEMS (LLC)","Active","547281","07/19/2022 00:00:00","PO BOX 111298    111298","AE","tkhouli@nvssoft.com","","100074788900003"
"10554","INTERLINK BUSINESS SERVICES FZCO","Active","","","PO BOX 181633    ","AE","","",""
"10555","TUV Management Services","Active","","","po box 35232    ","AE","","",""
"10556","GRAND STORES","Active","207599","07/05/2017 00:00:00","PO BOX 2144    2144","AE","miabusnaina@grandstores.ae","",""
"10557","Middle East Media Services FZ-LLC","Active","16446","10/29/2021 00:00:00","Choueiri Group BldgDubai Media City  Dubai 21816","AE","akhan.accounts@choueirigroup.com","44545454","100204810400003"
"10560","Dubai Airports","Active","NA","12/31/2030 00:00:00","PO Box 2525    2525","AE","oalnuaimi@dafz.ae","",""
"10563","Ershaad.ae","Active","","","po box 333618    ","AE","","",""
"10564","SHELVING TRADING L.L.C","Active","226274","11/02/2020 00:00:00","PO BOX: 4813 - DUBAI    4813","AE","shelving.shelving@gmail.com","","100370483800003"
"10565","Star Link Trading Co. L.L.C","Active","","","P.O. Box: 44677 Dubai - UAE    ","AE","","",""
"10566","Dubai Government Human Resource Department","Active","","","po box 242222    ","AE","","",""
"10569","ECO PLASTIC INDUSTRIES","Active","","","PO BOX 3773    ","AE","","",""
"10573","Schlueter Graf & Partners legal consultants","Active","","","po box 29337    ","AE","","",""
"10574","iQ selection Human Resources Consultancy","Active","","","po box 118468    ","AE","","",""
"10575","dmg world media dubai Ltd","Active","505655","05/19/2017 00:00:00","po box 33817    33817","AE","mukundpalshikar@dmgevents.me.com","",""
"10576","Excel International Middle East LLC","Active","583898","07/18/2022 00:00:00","Warehouse # 7 Qusais Industrial Area # 3  Dubai 95670","AE","dubai@excelintgroup.com","42677682","100317699500003"
"10577","Walton Waterproofing contracting","Active","","","po box 121373    ","AE","","",""
"10578","Yousif Darwish Office Equip .Est .","Active","","","po box 23700    ","AE","","",""
"10579","Deloitte & Touche (M.E)","Active","750230","09/18/2021 00:00:00","PO BOX 282056    4254","AE","HSingian@DELOITTE.com","","100025906700003"
"10581","IYCON FZ-LLC","Active","19823","07/31/2022 00:00:00","Office 108 Floor 1  Building OA Outsource Dubai  Dubai 28935","AE","finance@iycon.com","43913520","100067586600003"
"10582","Dnata Travel Centre- HRG UAE","Active","","","po box --    ","AE","tanuja.tennekoon@dnata.com","",""
"10585","AL MUSALLA OFFICE EQUIPMENT LLC.","Active","","","PO BOX 2922    ","AE","dxb@emirates.net.ae","",""
"10588","FEEDBACK MARKETING CONSULTANTS","Active","516907","09/29/2021 00:00:00","2nd Floor Corniche Plaza 1 Buhairah Corniche Sharjah UAEPO BOX 29663  Sharjah 29663","AE","m.ismail@feedbackme.com","+065747979","100001249000003"
"10589","Emirates International Insurance Brokers LLC.","Active","","","-    ","AE","","",""
"10590","MISTER BAKER LLC.","Active","","","PO BOX 51453    ","AE","","",""
"10593","AW ROSTAMANI BULDING INDUSTRIES CO (L.L.C)","Active","","","PO BOX 282427    ","AE","mousa.badran@awrostamani.com","",""
"10594","GROME MARKETING LIMITED","Active","","","PO BOX:13632 DUBAI UAE    ","AE","","",""
"10599","CUPIDS (L.L.C)","Active","","","PO BOX 116093    ","AE","","",""
"10602","House Of Chocolate LLC","Active","","","PO Box: 39817    ","AE","","",""
"10603","Ethos Consultancy","Active","","","po box    ","AE","jad.rammal@ethosplc.com","",""
"10606","Ispin MEA FZCO","Active","","","PO BOX 341061    ","AE","","",""
"10607","EHOSTING DATAFORT","Active","","","po box 500006    ","AE","","",""
"10610","Wood Design & Management","Active","","","po box 129865    ","AE","jeffreyhughes@woodint.co.uk","",""
"10611","DYNAMIC CONCEPTS ELECTROMECHANICAL WORKS","Active","","","PO BOX 233431    ","AE","dyncon07@gmail.com","",""
"10615","BLS media Ltd","Active","","","PO BOX 38002    ","AE","","",""
"10620","EXECUTIVE SKILLS TRAINING FZ LLC","Active","","","PO BOX 502221    ","AE","","",""
"10621","EFFICIENT BUILDING MAINTENANCE LLC","Active","","","PO BOX 115889    ","AE","","",""
"10622","HAYATT REGENCY DUBAI & GALLERIA","Active","","","PO BOX 5588    ","AE","","",""
"10623","BSS WORLD QUALITY CONSULTANTS","Active","","","PO BOX 112990    ","AE","","",""
"10624","SIGNS AND STAND ADVERTISING ITEMS & DISTRIBUTION","Active","","","PO BOX 11367    ","AE","","",""
"10626","ARASCA MEDICAL EQUIPMENT TRADING (LLC)","Active","597928","07/09/2022 00:00:00","PO BOX 232626    232626","AE","admin@arascagroup.com","","100034383800003"
"10628","VAPTEC (L.L.C)","Active","","","PO BOX 232386    ","AE","","",""
"10629","AKPINAR ENGINEERING AND BUILDING CONTRACTING LLC","Active","","","PO BOX 183095    ","AE","aziz@akpinar-uae.com","",""
"10630","DIAMOND LEGAL TRANSLATION","Active","","","Dubai    ","AE","","",""
"10631","AL JUNAIBI BUILDING MATERIALS TRADING","Active","","","PO BOX 65729    ","AE","","",""
"10632","ABCL SAFETY CONSULTANTS","Active","573961","10/04/2021 00:00:00","PO BOX 80063  RAS AL KHOR 80063","AE","dxb@abclsafety.com","042999785","100235373600003"
"10633","TAWSEEL DISTRIBUTION & LOGISTICS","Active","576044","12/13/2018 00:00:00","PO BOX 211289    211289","AE","hfuad@tawseel.com","","100044983300003"
"10634","THE FINANCIALTIMES LTD","Active","227590","10/18/2021 00:00:00","Bracken House 1 Friday Street  London EC4M 9BT","AE","michelle.sangco@ft.com","2078733000","100591609100003"
"10636","JETRO","Active","","","PO BOX -0    ","AE","masaki_ida@jetro.go.jp","",""
"10637","FOURTH DIMENSION SYSTEMS (L.LC)","Active","","","PO BOX 8070    ","AE","","",""
"10639","GREEN WOOD INTERIOR DESIGN LLC","Active","","","PO BOX 241258    ","AE","","",""
"10640","AVATAR INTERIORS L.L.C","Active","637902","04/13/2017 00:00:00","PO BOX 242314    242314","AE","janak@avatarinteriors.com","","100374111100003"
"10641","communications security (comsec)","Active","","","po box 333550    ","AE","jawad@comsecintl.com","",""
"10642","BIN BASHIR LEGAL CONSULTANCY","Active","","","PO BOX 55221    ","AE","","",""
"10644","EMIRATES REFRESHMENTS (P.S.C)","Active","","","PO BOX 5567    ","AE","","",""
"10645","TEAM SAFETY CONSULTANTS","Active","","","PO BOX 112349    ","AE","","",""
"10646","ROCHESTER INSTITUTE OF TECHNOLOGY","Active","","","PO BOX 341055    ","AE","","",""
"10649","BELHASA METAL INDUSTRIES (L.L.C)","Active","","","PO BOX 71707    ","AE","","",""
"10650","EXPERTS EXCHANGE","Active","","","PO BOX ----    ","AE","business_accounts@experts-exchange.com","",""
"10655","GULF ARENA SCAFOLDING - LLC","Active","","","PO BOX 24677    ","AE","scaffold@gulfarena.com","",""
"10656","WELL CLEAN TRADING LLC","Active","","","PO BOX 70598    ","AE","","",""
"10657","EMTECH  COMPUTER CO . (L.L.C.)","Active","","","PO BOX 28023    ","AE","","",""
"10658","Al Arif Sons Travel","Active","","","Dubai PO BOX: 46623    ","AE"," Info@ASTravel.ae","",""
"10665","HEALTHCARE INTERNATIONAL","Active","","","PO BOX 505225    ","AE","noel.angelo@healthcareinternational.com","",""
"10666","MARCUS EVANS FZ-LLC","Active","","","OFFICE NUMBER 104    ","AE","","",""
"10667","DELMATIC ARABIA FZCO","Active","","","PO BOX 341119    ","AE","sienna.dsouza@delmaticarabia.ae","",""
"10668","Al Bayader Irrigation & Contracting (LLC)","Active","","","PO BOX 50119    ","AE","bayader@emirates.net.ae","",""
"10673","Al Reyami Signs lndustries (L.L.C)","Active","571219","07/10/2022 00:00:00","AlQuoz Ind4  Dubai 28683","AE","info@reyamisigns.com","43406053","100314712900003"
"10675","MODERN Building Maintenance .CO . ( LLC )","Active","","","DUBAI PO BOX:5239    ","AE","","",""
"10676","MEDIA PRO EXHIBITION STANDS & INTERIORS MEDIA COMMUNICATION SERVICE","Active","","","PO BOX 62529    ","AE","","",""
"10680","AL-HILAL PRIVATE NURSING & MEDICAL SERVICES","Active","","","PO BOX 233966    ","AE","","",""
"10681","SEKARI JLT","Active","","","PO BOX 282661    ","AE","lee.mancini@sekari.com","",""
"10682","ETON INSTITUTE","Active","","","PO BOX 502449    ","AE","","",""
"10684","IdeasUK","Active","9668757","07/02/2027 00:00:00","ideasUK Williams House 11 - 15 Columbus Walk Atlantic Wharf Cardiff CF10 4BZ. UK LS28 7LG","GB","zena@ideasuk.com","",""
"10686","HUTOON EVENTS & EXHBTIONS ORGANIZE","Active","","","PO BOX 20440    ","AE","khalifa.ae@hotmail.com","",""
"10687","JAMALCO CO. (L.L.C)","Active","","","PO BOX 20430    ","AE","","",""
"10689","ELITSER TECHNOLOGIES LLC","Active","646668","11/09/2021 00:00:00","PO BOX 454597    454597","AE","sharmila@elitser-me.com","","100322872100003"
"10690","AL HALLAB RESTAURANT & SWEETS-GHASSAN AL HALAAB PARTNERS(L.L.C)","Active","","","PO BOX 40350    ","AE","","",""
"10691","LAMASAT ADVERTISING & PUBLICITY","Active","","","PO Box: 426    ","AE","","",""
"10692","Bravura Advertising LLC","Active","599555","08/15/2021 00:00:00","OFFICE ROOM 1609 16TH FLOOR SAHEEL 2 BLDG.  AL NAHDA 1 121740","AE","sales@bravura.ae","44416304","100056064700003"
"10695","EMIRATES CONTRACTING CO. (L.L.C)","Active","","","PO BOX 4583    ","AE","","",""
"10696","DUN & BRADSTREET SOUTH ASIA MIDDLE EAST LTD","Active","745404","11/02/2018 00:00:00","PO BOX 72478    506511","AE","MistryS@dnbsame.com","","100220567000003"
"10697","KW GROUP SDN BHD","Active","","","PO BOX B-6-10B    ","AE","","",""
"10699","HIGH LINE EVENTS","Active","","","PO BOX  11976    ","AE","","",""
"10700","AL MULTQA EVENTS","Active","","","PO BOX 62540    ","AE","mabouzeid@alkoufa.com","",""
"10701","MONTEGRAPPA MIDDLE EAST FZCO","Active","1905","05/02/2022 00:00:00","PO BOX 48071 H07 Dubai Airport Freezone Dubai UAE PO Box 48071 DUBAI  UAE 48071","AE","gina@montegrappa.me","9712990350","100026270700003"
"10703","RIMAL ENGINEERING CONSULTANTS","Active","","","PO BOX 39186    ","AE","","",""
"10704","ELECTRO INDUSTRIES CO.(DUBAI) (L.L.C)","Active","","","PO BOX 31774    ","AE","","",""
"10705","SOLUTIONS MIDDLE EAST (L.L.C)","Active","240585","01/27/2022 00:00:00","AL Fardan Building Office 602. Khalid Bin Waleed street  Dubai 28216","AE","info@solutions-me.com","43820600","100035007200003"
"10706","Arabian Assessment & Development Centre","Active","3837","09/01/2022 00:00:00","Rm 207 and 208 Building A1 Dubai Digital Park Dubai Silicon Oasis  Dubai 341376","AE","becky@arabianassessment.com","4390079","100225096500003"
"10707","Dubai eGovernment","Active","","","PO BOX:90300    ","AE","","",""
"10708","BLUE GREEN LANDSCAPING (L.L.C)","Active","","","PO BOX 60862    ","AE","","",""
"10709","ARORA STAR BUILDING CLEANING SERVICES (L.L.C)","Active","","","PO BOX 47419    ","AE","","",""
"10711","DAFFODILS FLOWERS AND PLANTS TRADING (L.L.C)","Active","","","PO BOX 237171    ","AE","tomahawks@cookandassociates.co.uk","",""
"10712","HOUSE OF EXPERTISE INTERNATIONAL MANAGEMENT CONSULTANCY","Active","","","PO BOX 34349    ","AE","","",""
"10713","WORLDWIDE FORMATIONS","Active","","","PO BOX 33964    ","AE","","",""
"10714","ISLAMIC ARAB INSURANCE CO .(SALAMA)","Active","208016","03/31/2018 00:00:00","PO BOX 10214    10214","AE","mohammad.falaknaz@salama.ae","",""
"10716","Rashed Al Shamsi Advertising","Active","","","PO BOX 82735    ","AE","","",""
"10717","BLUE STREAM ENVIRONMENTAL TECHNOLOGY (L.LC)","Active","","","PO BOX 120507    ","AE","bs@bluestreamme.com","",""
"10718","DUBAI COURTS","Active","","","PO BOX 4700    ","AE","","",""
"10719","DELICIOUSA CAFETERIA","Active","","","PO BOX 13804    ","AE","","",""
"10720","AL BOOM TOURIST VILLAGE (BR AL HAREB GROUP) (LLC)","Active","","","PO BOX 12650    ","AE"," sales@alboom.ae","",""
"10721","WELLCARE PASSENGER TRANSPORT BY LUXURY CAR L.L.C","Active","","","PO BOX 55758    ","AE","","",""
